,Unnamed: 0,play_id,game_id,yardline_100,quarter_seconds_remaining,drive,sp,qtr,down,goal_to_go,ydstogo,ydsnet,play_type,yards_gained,yards_after_catch,home_timeouts_remaining,away_timeouts_remaining,timeout,total_home_score,total_away_score,score_differential,td_prob,ep,epa,wp,wpa,first_down_rush,first_down_pass,third_down_converted,third_down_failed,fourth_down_converted,fourth_down_failed,incomplete_pass,interception,fumble_forced,fumble_not_forced,fumble_lost,rush_attempt,pass_attempt,sack,touchdown,pass_touchdown,rush_touchdown,fumble,complete_pass,lateral_reception,lateral_rush,fumble_recovery_1_yards,fumble_recovery_2_yards
Unnamed: 0,1.0,0.010664431039555987,0.9954502076905868,0.0016794633083121874,-0.009988788693857446,-0.022846387132403497,0.0007052010844993553,0.0010684895445002747,-0.010123599126905646,0.0007503997931376441,0.000641687975869191,0.10416047371254362,-0.0024921871271533546,0.0017662660237465415,0.008774833039591224,0.009656190805366827,0.01280898806099611,0.0014662449863087638,0.026534494965617324,0.005164306373235723,-0.00641358045903537,-0.002679534641893271,0.004322895771204776,0.009138427622612253,-0.007589979282907506,0.003263534701173484,-0.001926962645045841,0.0059784604197026855,-0.0019371318301580718,-0.006444977694176442,0.002128328654674384,-0.0014061222234706104,-0.007553936220567415,-0.008458373261652899,-0.006418144840256071,-0.00222208542050376,-0.007572960072911051,-0.013455125713741755,0.0068689743650736075,0.0035082338303312082,0.0014272210368161788,0.003838061581536503,8.709568366913288e-05,-0.0062562694102339484,0.013850562904989414,0.00295554553167698,0.00016841807258493281,-0.00021849445879856496,-0.00017150347580378733
play_id,0.010664431039555987,1.0,0.010996746870015355,-0.0727487210024423,-0.2749453507258987,0.9621196749055209,0.001767040282458236,0.954770753341412,-0.03366056954821629,0.012262317641345047,-0.03146863719103007,0.011657255494505473,0.04698490643282272,-0.025130985059056154,-0.016085531707943482,-0.32961679115709985,-0.3272776010021237,0.09155255631847227,0.6975890960614535,0.6907797345033717,-0.021379331922908903,-0.19209969379701147,-0.0034186768295851274,-0.012146174153185696,-0.026061089148583676,-0.015556612192090931,-0.026897345436851492,-0.004059317879309249,-0.019268841705246273,0.002009928795505268,0.03245972497060509,0.057799086783379305,0.014647245788562302,0.014770798773395625,0.001146986223702945,-0.002236413006924497,0.00028283335316025735,-0.0409687484603897,0.006250958492551848,0.004695151755339246,0.0016377170261790098,0.004314696786839545,-0.002944764292056358,-0.00041914304233059527,-0.012513934178618095,0.020551243024926474,-0.0012776160575095332,0.00030231270092225405,0.0012296410212263467
game_id,0.9954502076905868,0.010996746870015355,1.0,0.001684048015981601,-0.010136835444539525,-0.02317621970865775,0.0007391880614666546,0.0008752780355467,-0.010570159800643781,0.0007282643622117018,0.0008690977034752706,0.10551105995118074,-0.002571997401368264,0.001981340620189331,0.009352652037871756,0.00812390953566133,0.01209496096812394,0.0016392577036015163,0.02577656633043155,0.005967330179662137,-0.006542162433896574,-0.002857096384075228,0.004248235162439334,0.009258264841215263,-0.00788376391176832,0.003386797738892017,-0.0025499566123280653,0.00663192815722351,-0.0018332763482990886,-0.006804592301246637,0.0017233930651884125,-0.0018776518687334135,-0.007830334562190148,-0.008494043210773619,-0.0062349343105816465,-0.002093357947945196,-0.007291925038974451,-0.014418430629703523,0.007413640892657815,0.00341769764355064,0.001394629741460489,0.004061090565541493,-0.0003030229719984781,-0.006042260440475303,0.014738246874622557,0.002962239237563845,0.0002854446393156036,0.00015037108055756355,-3.4449273481572866e-05
yardline_100,0.0016794633083121874,-0.0727487210024423,0.001684048015981601,1.0,0.14628075470754986,-0.034952356214367646,-0.3544544911068051,-0.04743188916286781,0.18533910311520987,-0.3732598198616292,0.3791797422106213,-0.5498590085892571,-0.011842484787290245,0.15112149260112065,0.10790925939141949,0.08838836267435728,0.08205933348622824,-0.022598759365887653,-0.06047323810566516,-0.05914911084804539,-0.040961617137234105,-0.1539482929714195,-0.6513356107145768,0.008909307383951879,-0.048156634141808055,0.024674883145234906,-0.007143971249254598,0.06561685983591808,0.017677188561917002,0.039226743493712496,-0.0351516568963336,-0.03315570535074813,0.03530991697418659,0.018314116311353903,0.01791852341970003,0.020889936289989332,0.015128494716344705,0.08618927523926745,0.14669185604880583,0.03848368174990073,-0.18873302661440872,-0.14934792851354617,-0.1396489408759778,0.026752883288302044,0.1264381002239754,0.0114955324525195,6.955486764900264e-05,-0.0016891533127125203,-0.001966612806526366
quarter_seconds_remaining,-0.009988788693857446,-0.2749453507258987,-0.010136835444539525,0.14628075470754986,1.0,-0.25027571066821797,-0.022343955268726012,-0.03298117828177775,0.06784730705230306,-0.023199591935121288,0.08677501763892075,-0.06703471743171549,-0.057648997181909085,0.04524575812684447,0.02201312459810775,0.36922007999512657,0.37249168188147885,-0.1448416408713805,-0.1900140163306248,-0.18867363977603246,0.013874557835376587,0.3281481983959641,0.007278563445422743,0.007854483571490939,0.04805999224693501,0.028409016850951742,0.03811289200368665,0.009399434648345008,0.01816288772552635,0.0058843859026427095,-0.015934834382563413,-0.03201319559690718,-0.00811327806303727,-0.0069018925801186005,0.007144870900455024,0.006508829096279882,0.0059947905251836854,0.08595120971802733,0.010097402945105725,0.0030182801321800043,-0.005811010951135291,-0.010941252816058636,0.0009860219176088118,0.00974642370807324,0.019276390675027885,-0.018565291420724526,-0.0015088039784183738,0.0016542961914088488,-0.0015568769333570614
drive,-0.022846387132403497,0.9621196749055209,-0.02317621970865775,-0.034952356214367646,-0.25027571066821797,1.0,-0.018204659551385404,0.9175401500043459,-0.04176690184201467,-0.006590710905650191,-0.022554921111977443,-0.044096704507439355,0.030996775853161466,-0.02137308028574602,-0.015089608089502066,-0.294282142852443,-0.2946269265975163,0.07812614891727376,0.6702399634451283,0.655668578699751,-0.01833780546102423,-0.17902290057100373,-0.026731073287947497,-0.013655408088253327,-0.026016190024299845,-0.01676061154653798,-0.025221223661641676,-0.0065621499566593244,-0.022543662687171607,-0.0017945738128010646,0.026900014685205358,0.051406153429653455,0.013197114181654798,0.014167965226496541,0.0017026504219506391,-0.0010152292937055634,0.0007257721563335923,-0.027888705122030576,0.0040240620088701105,0.005820776306878266,-0.008132585227688604,-0.004431991469013345,-0.008643420076147011,0.0007581778639948917,-0.01378730078269839,0.019290315736679785,-0.0015070359990451898,-0.0002583875306254952,0.0009298661306150391
sp,0.0007052010844993553,0.001767040282458236,0.0007391880614666546,-0.3544544911068051,-0.022343955268726012,-0.018204659551385404,1.0,-0.0004909415516922749,0.01689857874237055,0.23767838710215722,-0.17515069292517982,0.3378415390458865,0.2912746994771696,0.06473641425755758,0.02792514391787857,-0.014023220165826366,-0.007520115399734719,-0.05593894641956334,0.061927244730027774,0.056482948947328124,0.0632867038598886,-0.14640612089306412,0.13578376573016782,0.20423704883083227,0.09346330060557309,0.16037416193419368,0.0637100574179981,0.08472248246028913,0.041953512347054474,-0.08010595490808983,0.029116293091414745,-0.017545793430608882,-0.11141444478678482,0.014930084443919401,-0.005451690241305154,-0.009313512076881037,0.0038824582100612653,-0.10419468531969778,-0.08449279257506008,-0.03551475117854166,0.6150821652215956,0.4747379493684409,0.34094735819577465,-0.010086400565149903,-0.0016719534300668594,-0.00046194514488263373,-0.001714405760898048,0.04885641294848835,0.006687435254063725
qtr,0.0010684895445002747,0.954770753341412,0.0008752780355467,-0.04743188916286781,-0.03298117828177775,0.9175401500043459,-0.0004909415516922749,1.0,-0.01287438558627957,0.012062340313553258,-0.012817098138155113,0.008800427744801548,0.033980417273871515,-0.014493976958252334,-0.010883369825198708,-0.23533952736620892,-0.23651019420426517,0.059151964081297206,0.6587104655334186,0.6495874381901411,-0.015956524906409943,-0.11272612907419542,0.0097066739919421,-0.011406155135327164,-0.009208043987976667,-0.008985961870764505,-0.015803046734559817,-0.001134766676724788,-0.012760792005898872,0.005943391774024611,0.030313032054703818,0.05149185565933124,0.012563112946056462,0.012740426095736319,0.003007152390153611,-0.0011889300917350446,0.0018334199106169204,-0.019403650484707928,0.009455384568760179,0.006448369678848857,0.0028900405476193786,0.003460167390163224,-0.0004285597764398064,0.0017444783679465238,-0.0071996300449934,0.015483329858588047,-0.001863824073128004,0.0007310372223001408,0.0010200737676699081
down,-0.010123599126905646,-0.03366056954821629,-0.010570159800643781,0.18533910311520987,0.06784730705230306,-0.04176690184201467,0.01689857874237055,-0.01287438558627957,1.0,0.04627867240910827,0.23708002678430887,-0.0006568982211934336,0.06316086260676763,0.03806702101277439,0.04709424406125169,0.07532684835350728,0.06924229006948218,-0.27902366187271116,-0.05594456970908001,-0.055560977030944876,-0.0007806509151048958,0.00679379993964376,-0.13735241612240986,-0.004636660678549574,0.055852019924052754,0.058408395516002715,0.0697945667190068,0.11194141965958933,0.2763559428206541,0.3540392043198553,0.14217000131904783,0.14522476443857327,0.0958277824732264,0.029743374574560392,0.018327578997424158,0.04893221592442033,0.02151953833956205,-0.06378514579685714,0.1742670909660181,0.061011706010345744,0.038826225521733836,0.03734156552563889,0.006473362792657648,0.04302887373876994,0.09748694860891531,0.003867843898103205,0.0015888551376018944,0.005475715690440059,0.003478196541153305
goal_to_go,0.0007503997931376441,0.012262317641345047,0.0007282643622117018,-0.3732598198616292,-0.023199591935121288,-0.006590710905650191,0.23767838710215722,0.012062340313553258,0.04627867240910827,1.0,-0.08745953998165963,0.28491080199052304,0.01705960783173244,-0.06882371609038059,-0.05002494863835611,-0.014776285320534996,-0.013291961141114026,-0.03152098322385923,0.01334131881344907,0.011106873129773062,-9.601685785961491e-05,0.3544754200995356,0.4221883925319689,0.0022959291434082136,0.07753744259088734,-0.0028734242925632994,0.05303473666188394,0.002118763656792567,0.0005045769670982771,0.01036884147027663,0.01457987477414652,0.0217280448218692,0.03346273001466577,-0.0012706411575918505,-0.0031775590446447744,-0.0020287087666925187,-0.0005293162935623721,0.05699191848053097,0.003337440050058297,-0.008161422454055444,0.322032835235541,0.21091883844352932,0.2808243153227363,-0.004008719029889775,-0.019523613150268387,-0.0018530500353351673,0.00028283571537646314,0.0006611966443313903,0.004923462921757441
ydstogo,0.000641687975869191,-0.03146863719103007,0.0008690977034752706,0.3791797422106213,0.08677501763892075,-0.022554921111977443,-0.17515069292517982,-0.012817098138155113,0.23708002678430887,-0.08745953998165963,1.0,-0.10474521162134522,-0.05893526547070525,0.17507770698767877,0.12493579342637952,0.08936042385144978,0.08619066431944344,-0.2938900697853038,-0.04925084704871135,-0.04811682422221852,-0.03219409428658939,0.1671980154297163,-0.05006124620009449,-0.021805592533074437,0.04051390501278312,-0.0023819883407604765,-0.11019577976537215,0.029658437140248236,-0.10535490402506925,0.0734646981723182,-0.05956293854901079,-0.019393925166496392,0.11578879000698167,0.038908734024232,0.019906345017357236,0.0130741252652267,0.014364701123635162,0.12945652155972037,0.279248270799277,0.05618571673239529,-0.04386178197563012,-0.012958470378623318,-0.06329084514396088,0.02381025122733827,0.20199917862722722,0.007431811484257591,0.0012506294424896936,0.009038183561277596,-0.0022825171853092367
ydsnet,0.10416047371254362,0.011657255494505473,0.10551105995118074,-0.5498590085892571,-0.06703471743171549,-0.044096704507439355,0.3378415390458865,0.008800427744801548,-0.0006568982211934336,0.28491080199052304,-0.10474521162134522,1.0,0.12287028523752605,0.25857421851602436,0.14923036681495055,-0.01874088319045791,-0.009455537289629723,0.02552282335309592,0.008888906115717965,0.012039466872263926,-0.02214026654548883,0.22236400119393118,0.5659907603741599,0.21729563465462107,0.07398677481640009,0.1546420948916517,0.1146062004371112,0.20868901783406768,0.11382166078311882,-0.06158807700148578,0.05536489599041655,0.018668206087859806,-0.039197951584253425,-0.02400606201930757,-0.019076159842546576,-0.022681591786416534,-0.024260782583434115,-0.004624852338736438,0.08063125109400962,-0.08040995655638318,0.226291487317606,0.2039258798404607,0.1348060006076112,-0.02857889076407745,0.1557362166489399,-0.0035362078848824884,0.006591763459879805,-0.002867424200512374,-0.00031078606310327723
play_type,-0.0024921871271533546,0.04698490643282272,-0.002571997401368264,-0.011842484787290245,-0.057648997181909085,0.030996775853161466,0.2912746994771696,0.033980417273871515,0.06316086260676763,0.01705960783173244,-0.05893526547070525,0.12287028523752605,1.0,-0.18571146335707464,-0.17246742456121258,-0.10776524416105769,-0.10916500133617929,0.37696976184630554,0.032506587409266756,0.03493044211914364,0.13861789483061268,-0.278249212331283,0.010316571531386664,-0.021687042697939567,0.24393796475872895,0.010074284940905034,0.014542830825325212,-0.22653288403117156,-0.10067312491278621,-0.12713469432587993,-0.020454049579898534,-0.024974587280559027,-0.200810504688085,-0.04307902587548489,-0.037085066703110736,0.007762137418217131,-0.023337967582031768,0.09258823524958495,-0.46311617008306194,-0.09409881504693338,-0.06017229078499752,-0.07588752499302673,0.005123039250681357,-0.025974011528258085,-0.32457282267465776,-0.008294291558169402,0.00033157902148864754,-0.010194906582543418,-0.00046116836375226185
yards_gained,0.0017662660237465415,-0.025130985059056154,0.001981340620189331,0.15112149260112065,0.04524575812684447,-0.02137308028574602,0.06473641425755758,-0.014493976958252334,0.03806702101277439,-0.06882371609038059,0.17507770698767877,0.25857421851602436,-0.18571146335707464,1.0,0.6126398736542173,0.04746369160295537,0.04887409854941866,-0.09155538148918191,-0.007588735716880659,-0.006434120421411465,-0.021694420316411018,0.11856117350859981,0.02906119360176862,0.6316185066475638,0.005122185909283039,0.48204286351837294,0.226137392378985,0.6256322994812259,0.28064692236737887,-0.12426607287944862,0.05268599936915305,-0.039713152001384415,-0.19851719254870748,-0.050529912021000434,-0.03702050925286206,-0.030290830908646094,-0.029051264319728962,0.025640859733175973,0.25441320753044633,-0.21722883493745143,0.22966813967651775,0.2517996627122143,0.0739497140297918,-0.04762430628832528,0.5467414395332291,0.009569752387125131,-0.00010700983357015771,-0.013264890673098132,-0.001860275136374554
yards_after_catch,0.008774833039591224,-0.016085531707943482,0.009352652037871756,0.10790925939141949,0.02201312459810775,-0.015089608089502066,0.02792514391787857,-0.010883369825198708,0.04709424406125169,-0.05002494863835611,0.12493579342637952,0.14923036681495055,-0.17246742456121258,0.6126398736542173,1.0,0.026347948565167634,0.028129372358098443,-0.058661166557818036,-0.004678117927890144,-0.003919916389491301,-0.03128817749008356,0.04740805738899424,-0.013068789792310135,0.36530114283425696,-0.018660989251323586,0.27838204725522575,-0.08082716106161383,0.506122573822053,0.17517756961577474,-0.03409732994229353,0.020081608676925815,-0.01868920574677472,-0.12065445817590367,-0.030736986882498436,-0.0007250538613731456,-0.016206696940943132,-0.004232426134717289,-0.19860230089190134,0.35422308015591736,-0.04936386988743078,0.1219757230530753,0.18212830946565448,-0.0285843279647068,-0.00979729277788033,0.5313630639216279,-0.0011658872867179996,-0.001850066539152234,-0.0018605825066126845,-0.001173278411769031
home_timeouts_remaining,0.009656190805366827,-0.32961679115709985,0.00812390953566133,0.08838836267435728,0.36922007999512657,-0.294282142852443,-0.014023220165826366,-0.23533952736620892,0.07532684835350728,-0.014776285320534996,0.08936042385144978,-0.01874088319045791,-0.10776524416105769,0.04746369160295537,0.026347948565167634,1.0,0.340921657479662,-0.21168329365157085,-0.21887675186223027,-0.23033153031378056,0.0016778011715866484,0.3033331075837289,0.02062069243074221,0.00905126613280787,0.019713336571191717,0.018071971190647736,0.04174761342428153,0.014273926370080181,0.0233150370547493,0.010313222463754856,-0.02048624132193097,-0.038259399351020254,-0.003588180825770949,-0.007723843702151351,0.003063688860361996,0.004114157284260649,0.0016200122645786403,0.07791059310596689,0.023302563152124287,0.006129858362861599,0.00030597620944441896,-0.003879756731620921,0.004637823726699059,0.004971966049319129,0.030173373613581307,-0.033070401551681713,0.00010569481751742894,0.0008515738384419949,-0.00298880092161474
away_timeouts_remaining,0.01280898806099611,-0.3272776010021237,0.01209496096812394,0.08205933348622824,0.37249168188147885,-0.2946269265975163,-0.007520115399734719,-0.23651019420426517,0.06924229006948218,-0.013291961141114026,0.08619066431944344,-0.009455537289629723,-0.10916500133617929,0.04887409854941866,0.028129372358098443,0.340921657479662,1.0,-0.21132575592787464,-0.21357600361893905,-0.20947509534699732,0.0016313757399827483,0.3102922743652436,0.029615545726301793,0.011058480218452677,0.02166974890867187,0.01863480873914947,0.039442022680699816,0.01878170586130762,0.02272837751996977,0.005303235918788758,-0.02155091979699285,-0.04233256806041142,-0.0009139809636435356,-0.007124941931942855,0.0036014020443760884,0.00179723708263266,0.002642790929848485,0.07248759368754544,0.027063841991368187,0.003521340212110407,0.004377778549441704,-0.0017842798494733445,0.00809415751409863,0.004169492174646047,0.03304262843544479,-0.026559243161320738,0.0002802039343858831,0.0024607361596402214,-0.0020828213160760103
timeout,0.0014662449863087638,0.09155255631847227,0.0016392577036015163,-0.022598759365887653,-0.1448416408713805,0.07812614891727376,-0.05593894641956334,0.059151964081297206,-0.27902366187271116,-0.03152098322385923,-0.2938900697853038,0.02552282335309592,0.37696976184630554,-0.09155538148918191,-0.058661166557818036,-0.21168329365157085,-0.21132575592787464,1.0,0.05032294944938132,0.05502389915693366,0.03884857058127493,-0.36282070890985346,0.036689510464581694,-0.0013067460241417883,0.07208318594604889,-0.008987489113297931,-0.05279179248087211,-0.0712013260934175,-0.04224156702582368,-0.05935022566258764,-0.010244088529679252,-0.009301013275329577,-0.07761196857974645,-0.01747886015905472,-0.010169740041705462,-0.012126577362844755,-0.007154451665289003,-0.13201915455880356,-0.160512016084254,-0.03213159833669913,-0.03246859547174297,-0.025227254469136835,-0.01859363758429515,-0.0154584817695693,-0.10565704925571406,-0.003010378488243157,-0.0012801015483813903,-0.0010723580664750336,4.327518458804576e-05
total_home_score,0.026534494965617324,0.6975890960614535,0.02577656633043155,-0.06047323810566516,-0.1900140163306248,0.6702399634451283,0.061927244730027774,0.6587104655334186,-0.05594456970908001,0.01334131881344907,-0.04925084704871135,0.008888906115717965,0.032506587409266756,-0.007588735716880659,-0.004678117927890144,-0.21887675186223027,-0.21357600361893905,0.05032294944938132,1.0,0.3883872788407207,-0.04131146415381427,-0.1431873205198172,-0.013368403084432592,0.011708521964135842,-0.04339636825677455,-0.0016113393831251534,-0.01406708255529952,0.007193735188668499,-0.012150274457887604,-0.015636291475126934,0.02626143419260283,0.03764021779493846,-0.004180441204744667,0.010377650201549024,0.0015160391089648279,-0.004783696147264518,0.0013890293553783153,-0.03705114869823626,-0.003735968527558523,-0.0015585884626747354,0.047165174939119814,0.038714682641293637,0.02147245492737629,-0.0014238220201829668,-0.0052787517068953555,0.010796072486496723,-0.0026790326673450117,0.004313875629441965,0.0024219058425439814
total_away_score,0.005164306373235723,0.6907797345033717,0.005967330179662137,-0.05914911084804539,-0.18867363977603246,0.655668578699751,0.056482948947328124,0.6495874381901411,-0.055560977030944876,0.011106873129773062,-0.04811682422221852,0.012039466872263926,0.03493044211914364,-0.006434120421411465,-0.003919916389491301,-0.23033153031378056,-0.20947509534699732,0.05502389915693366,0.3883872788407207,1.0,-0.02702388610711968,-0.14286173007870373,-0.012423526941006059,0.011507290793983493,-0.03221276586410928,0.003536314035235548,-0.013492741688966811,0.0067546213961116215,-0.014721939908189242,-0.015650439626188697,0.02108245664901547,0.03475355756158074,-0.0010641077859452146,0.01030358543624384,-0.0009783846998442762,-0.004761242743211389,-0.0022390882540629575,-0.03969287878707304,-0.002506692824808282,-0.0029129723791889747,0.041571050567083934,0.03431318794702362,0.019138259841066367,-0.003858946626458884,-0.006228187246654303,0.015134327056223418,-0.00028555441948091526,0.0032288152208733013,0.0016535636605468855
score_differential,-0.00641358045903537,-0.021379331922908903,-0.006542162433896574,-0.040961617137234105,0.013874557835376587,-0.01833780546102423,0.0632867038598886,-0.015956524906409943,-0.0007806509151048958,-9.601685785961491e-05,-0.03219409428658939,-0.02214026654548883,0.13861789483061268,-0.021694420316411018,-0.03128817749008356,0.0016778011715866484,0.0016313757399827483,0.03884857058127493,-0.04131146415381427,-0.02702388610711968,1.0,-0.04132915537498262,0.008863087885291967,-0.0007645546219073329,0.8711057703926169,-0.005075401895666264,0.02676482571230678,-0.057315367590866376,0.004229386511493268,0.005181849986892346,-0.03408199395636535,-0.04752152943683134,-0.07345405027375444,-0.03244357670943,-0.01397081774009699,-0.0037842696837864062,-0.009541950848409645,0.12327409798329426,-0.14675690416977769,-0.03872206522403699,-0.005066622062439055,-0.011857681501566712,0.013533434491613726,-0.01385955592982546,-0.08710833276415147,-0.0046144854238267885,0.00027065687045529235,-0.004556113690952808,0.001095711873337226
td_prob,-0.002679534641893271,-0.19209969379701147,-0.002857096384075228,-0.1539482929714195,0.3281481983959641,-0.17902290057100373,-0.14640612089306412,-0.11272612907419542,0.00679379993964376,0.3544754200995356,0.1671980154297163,0.22236400119393118,-0.278249212331283,0.11856117350859981,0.04740805738899424,0.3033331075837289,0.3102922743652436,-0.36282070890985346,-0.1431873205198172,-0.14286173007870373,-0.04132915537498262,1.0,0.6537521292342438,-0.01581059108340323,0.13616220363951734,-0.02945015975377742,0.17633895181566073,0.0944805228196796,0.033515143660150494,-0.03205804431400574,-0.048135483320386,-0.06570340917195469,0.09425462623515156,0.009025549680320535,0.014065171147060344,-0.0027484498961903034,0.009520245400261307,0.31462115034415744,0.17073615052309407,0.017809729600633206,0.21349111571198698,0.13695397162203468,0.19281755111778714,0.010080481003333103,0.11646296652601049,-0.015236303368910681,0.002556515032623342,0.0070912028009828595,-0.00043645168325569716
ep,0.004322895771204776,-0.0034186768295851274,0.004248235162439334,-0.6513356107145768,0.007278563445422743,-0.026731073287947497,0.13578376573016782,0.0097066739919421,-0.13735241612240986,0.4221883925319689,-0.05006124620009449,0.5659907603741599,0.010316571531386664,0.02906119360176862,-0.013068789792310135,0.02062069243074221,0.029615545726301793,0.036689510464581694,-0.013368403084432592,-0.012423526941006059,0.008863087885291967,0.6537521292342438,1.0,-0.040354864969294545,0.2142075575780828,-0.07041934060030046,0.12819317878600958,0.0499375532302158,-0.0007794616716254979,-0.07221762292540548,-0.01064573343980828,-0.016265165444199856,0.06226465035035709,0.0038785647313966313,-0.0007402031425152517,-0.02744360040546694,-0.004369599276950712,0.1988672587398851,0.07814947005292415,-0.0053645418322049625,0.22760411899586738,0.1717863893492302,0.18034652051803257,-0.0163281583869203,0.041927137859359496,-0.0072696667012736825,0.0021795749772700905,0.008144019189944372,0.0007768729057444517
epa,0.009138427622612253,-0.012146174153185696,0.009258264841215263,0.008909307383951879,0.007854483571490939,-0.013655408088253327,0.20423704883083227,-0.011406155135327164,-0.004636660678549574,0.0022959291434082136,-0.021805592533074437,0.21729563465462107,-0.021687042697939567,0.6316185066475638,0.36530114283425696,0.00905126613280787,0.011058480218452677,-0.0013067460241417883,0.011708521964135842,0.011507290793983493,-0.0007645546219073329,-0.01581059108340323,-0.040354864969294545,1.0,-0.01159733098278118,0.7409843437365797,0.22232066731422012,0.5115727808094725,0.35329587127221473,-0.30951775342518784,0.14737677983163208,-0.13554367844999193,-0.26230318947703757,-0.339635114203696,-0.20243144087349899,-0.046170918037227913,-0.23916807960745654,-0.030229483401778463,0.010753281012156205,-0.2174833175849833,0.2608349984912931,0.31001151316355446,0.14663314776813494,-0.19238627376282763,0.3849648152097567,-0.002349778147340016,0.004798410193907844,-0.15075627813173684,-0.019244187882000288
